Date of Journey,Class of Travel,Quota,From,To,Booking Date,Current Status,Number of Passengers,Age of Passengers,Travel Time,Special Considerations,Confirmation Status
18-11-2053,1AC,Ladies,Bharuch,Ahmedabad,19-03-2053,Confirmed,3,Senior Citizen,43,None,Confirmed
19-11-2053,2AC,Tatkal,Howrah,Mumbai,20-03-2053,Confirmed,2,Adult,33,None,Confirmed
20-11-2053,1AC,Tatkal,Bengaluru,Bharuch,21-03-2053,RAC,4,Senior Citizen,15,None,Confirmed
22-11-2053,2AC,Ladies,Surat,Navsari,23-03-2053,Waitlisted,1,Adult,40,None,Not Confirmed
26-11-2053,3AC,Premium Tatkal,Surat,Lucknow,27-03-2053,Confirmed,1,Adult,22,None,Confirmed
05-12-2053,Sleeper,Premium Tatkal,Chennai,Surat,05-04-2053,RAC,4,Adult,8,None,Confirmed
06-12-2053,Sleeper,Premium Tatkal,Mumbai,Chennai,06-04-2053,Confirmed,3,Adult,41,Defense Quota,Confirmed
07-12-2053,2AC,General,Bengaluru,Bhavnagar,07-04-2053,Waitlisted,1,Senior Citizen,44,None,Not Confirmed
12-12-2053,2AC,General,Bengaluru,Navsari,12-04-2053,Waitlisted,2,Child,24,Defense Quota,Not Confirmed
15-12-2053,2AC,General,Howrah,Lucknow,15-04-2053,Confirmed,4,Senior Citizen,27,Defense Quota,Confirmed
21-12-2053,Sleeper,Tatkal,Mumbai,Navsari,21-04-2053,Confirmed,1,Senior Citizen,33,Senior Citizen,Confirmed
26-12-2053,Sleeper,General,Bengaluru,Bharuch,26-04-2053,RAC,5,Adult,43,Defense Quota,Confirmed
01-01-2054,1AC,Ladies,New Delhi,Bharuch,02-05-2053,RAC,1,Senior Citizen,34,Senior Citizen,Confirmed
07-01-2054,3AC,Ladies,Bharuch,Bengaluru,08-05-2053,RAC,2,Child,36,Defense Quota,Confirmed
18-01-2054,1AC,General,Mumbai,Navsari,19-05-2053,Waitlisted,2,Senior Citizen,41,Defense Quota,Not Confirmed
20-01-2054,1AC,Ladies,Bengaluru,New Delhi,21-05-2053,Waitlisted,1,Adult,33,Senior Citizen,Not Confirmed
28-01-2054,3AC,Ladies,Navsari,New Delhi,29-05-2053,RAC,1,Senior Citizen,13,Defense Quota,Confirmed
29-01-2054,1AC,Ladies,Navsari,Bengaluru,30-05-2053,RAC,3,Senior Citizen,31,Defense Quota,Confirmed
31-01-2054,1AC,Tatkal,Chennai,Bharuch,01-06-2053,Waitlisted,4,Senior Citizen,22,Senior Citizen,Not Confirmed
05-02-2054,1AC,General,Navsari,Navsari,06-06-2053,Confirmed,1,Adult,23,None,Confirmed
23-02-2054,Sleeper,Ladies,Bharuch,Surat,24-06-2053,RAC,3,Senior Citizen,40,None,Confirmed
25-02-2054,Sleeper,Premium Tatkal,Bharuch,Surat,26-06-2053,RAC,4,Child,43,None,Confirmed
04-03-2054,2AC,Premium Tatkal,Howrah,Bengaluru,03-07-2053,RAC,3,Adult,6,Senior Citizen,Confirmed
09-03-2054,1AC,Ladies,Navsari,Bhavnagar,08-07-2053,Waitlisted,3,Adult,22,None,Not Confirmed
10-03-2054,1AC,General,Surat,Bharuch,09-07-2053,RAC,1,Senior Citizen,39,Defense Quota,Confirmed
21-03-2054,1AC,General,Bhavnagar,Howrah,20-07-2053,Waitlisted,4,Adult,41,Defense Quota,Not Confirmed
24-03-2054,3AC,Ladies,New Delhi,New Delhi,23-07-2053,Confirmed,2,Child,25,Defense Quota,Confirmed
28-03-2054,Sleeper,General,New Delhi,New Delhi,27-07-2053,Waitlisted,2,Child,34,None,Not Confirmed
29-03-2054,3AC,Tatkal,Ahmedabad,New Delhi,28-07-2053,Waitlisted,4,Senior Citizen,3,Senior Citizen,Not Confirmed
02-04-2054,2AC,Ladies,New Delhi,New Delhi,01-08-2053,Waitlisted,3,Adult,6,Defense Quota,Not Confirmed
11-04-2054,2AC,Premium Tatkal,Howrah,Ahmedabad,10-08-2053,Confirmed,1,Adult,13,Defense Quota,Confirmed
13-04-2054,Sleeper,Premium Tatkal,Chennai,Bharuch,12-08-2053,Waitlisted,2,Adult,36,Defense Quota,Not Confirmed
18-04-2054,Sleeper,Ladies,Navsari,New Delhi,17-08-2053,Waitlisted,5,Senior Citizen,38,Senior Citizen,Not Confirmed
25-04-2054,Sleeper,General,New Delhi,Chennai,24-08-2053,RAC,3,Senior Citizen,25,Defense Quota,Confirmed
05-05-2054,3AC,Premium Tatkal,Bhavnagar,Howrah,03-09-2053,Confirmed,5,Child,20,None,Confirmed
06-05-2054,Sleeper,General,Chennai,Chennai,04-09-2053,Confirmed,4,Adult,18,Defense Quota,Confirmed
13-05-2054,Sleeper,General,Ahmedabad,New Delhi,11-09-2053,Waitlisted,2,Senior Citizen,21,Senior Citizen,Not Confirmed
24-05-2054,1AC,General,Ahmedabad,Navsari,22-09-2053,Waitlisted,1,Adult,42,Defense Quota,Not Confirmed
26-05-2054,2AC,Premium Tatkal,Bharuch,Howrah,24-09-2053,RAC,4,Adult,26,Defense Quota,Confirmed
27-05-2054,3AC,Ladies,Ahmedabad,Bengaluru,25-09-2053,RAC,4,Adult,47,Defense Quota,Confirmed
28-05-2054,1AC,Premium Tatkal,Surat,Ahmedabad,26-09-2053,Confirmed,3,Senior Citizen,24,Defense Quota,Confirmed
30-05-2054,Sleeper,Premium Tatkal,Howrah,Surat,28-09-2053,RAC,1,Senior Citizen,2,Senior Citizen,Confirmed
31-05-2054,Sleeper,Tatkal,New Delhi,Mumbai,29-09-2053,RAC,4,Senior Citizen,35,None,Confirmed
05-06-2054,Sleeper,Ladies,Bharuch,Mumbai,04-10-2053,Confirmed,2,Senior Citizen,19,None,Confirmed
06-06-2054,2AC,Tatkal,Mumbai,Ahmedabad,05-10-2053,Confirmed,3,Adult,27,Senior Citizen,Confirmed
11-06-2054,1AC,Premium Tatkal,Ahmedabad,Navsari,10-10-2053,Waitlisted,3,Child,5,None,Not Confirmed
14-06-2054,1AC,Premium Tatkal,Howrah,New Delhi,13-10-2053,Waitlisted,2,Child,12,Senior Citizen,Not Confirmed
17-06-2054,3AC,Tatkal,Bengaluru,Lucknow,16-10-2053,RAC,1,Senior Citizen,41,Senior Citizen,Confirmed
02-07-2054,2AC,Ladies,Howrah,Lucknow,31-10-2053,RAC,2,Senior Citizen,23,Defense Quota,Confirmed
03-07-2054,2AC,Tatkal,Chennai,Bengaluru,01-11-2053,Waitlisted,5,Senior Citizen,34,Defense Quota,Not Confirmed
04-07-2054,3AC,General,Navsari,Lucknow,02-11-2053,Confirmed,3,Adult,37,Senior Citizen,Confirmed
05-07-2054,3AC,Premium Tatkal,Lucknow,Mumbai,03-11-2053,Confirmed,2,Child,21,None,Confirmed
06-07-2054,1AC,Premium Tatkal,Bengaluru,Ahmedabad,04-11-2053,Waitlisted,1,Child,7,Senior Citizen,Not Confirmed
12-07-2054,1AC,Premium Tatkal,Bengaluru,Bharuch,10-11-2053,Waitlisted,3,Adult,11,Defense Quota,Not Confirmed
13-07-2054,1AC,Premium Tatkal,Bengaluru,Ahmedabad,11-11-2053,Confirmed,5,Senior Citizen,20,None,Confirmed
18-07-2054,1AC,Tatkal,Mumbai,Mumbai,16-11-2053,RAC,5,Child,7,Senior Citizen,Confirmed
19-07-2054,1AC,General,Lucknow,Navsari,17-11-2053,Waitlisted,3,Child,11,None,Not Confirmed
30-07-2054,1AC,Ladies,Navsari,Bharuch,28-11-2053,Confirmed,3,Adult,42,None,Confirmed
02-08-2054,2AC,General,Ahmedabad,Ahmedabad,01-12-2053,RAC,3,Child,42,None,Confirmed
03-08-2054,2AC,Premium Tatkal,Chennai,Mumbai,02-12-2053,Waitlisted,3,Adult,15,None,Not Confirmed
04-08-2054,2AC,General,Bhavnagar,Chennai,03-12-2053,RAC,4,Senior Citizen,45,Senior Citizen,Confirmed
08-08-2054,3AC,Ladies,Ahmedabad,Mumbai,07-12-2053,RAC,4,Child,24,Senior Citizen,Confirmed
09-08-2054,1AC,Premium Tatkal,Mumbai,Howrah,08-12-2053,Confirmed,1,Child,45,Defense Quota,Confirmed
14-08-2054,Sleeper,Ladies,Mumbai,Howrah,13-12-2053,Confirmed,3,Adult,39,Defense Quota,Confirmed
15-08-2054,1AC,Tatkal,Surat,Surat,14-12-2053,Confirmed,2,Adult,22,Defense Quota,Confirmed
24-08-2054,1AC,Ladies,Bharuch,Bharuch,23-12-2053,RAC,5,Child,40,Senior Citizen,Confirmed
26-08-2054,2AC,Tatkal,Bengaluru,Chennai,25-12-2053,RAC,1,Senior Citizen,41,None,Confirmed
04-09-2054,3AC,Premium Tatkal,Lucknow,Howrah,03-01-2054,RAC,3,Adult,21,None,Confirmed
09-09-2054,Sleeper,Ladies,Ahmedabad,Surat,08-01-2054,Confirmed,2,Senior Citizen,45,Senior Citizen,Confirmed
12-09-2054,3AC,Tatkal,Navsari,Lucknow,11-01-2054,RAC,4,Senior Citizen,47,Senior Citizen,Confirmed
23-09-2054,3AC,General,Howrah,Chennai,22-01-2054,Waitlisted,4,Child,24,Defense Quota,Not Confirmed
16-10-2054,1AC,Ladies,Lucknow,Navsari,14-02-2054,Waitlisted,2,Senior Citizen,18,Senior Citizen,Not Confirmed
30-10-2054,Sleeper,General,Mumbai,Navsari,28-02-2054,Confirmed,3,Child,32,Senior Citizen,Confirmed
03-11-2054,3AC,Premium Tatkal,Howrah,Chennai,04-03-2054,Waitlisted,5,Senior Citizen,9,Senior Citizen,Not Confirmed
08-11-2054,2AC,Premium Tatkal,Chennai,Bhavnagar,09-03-2054,Waitlisted,3,Senior Citizen,19,None,Not Confirmed
09-11-2054,Sleeper,Tatkal,Bengaluru,Surat,10-03-2054,RAC,1,Senior Citizen,16,None,Confirmed
10-11-2054,1AC,Ladies,Chennai,Navsari,11-03-2054,Waitlisted,2,Child,14,Defense Quota,Not Confirmed
17-11-2054,2AC,Ladies,Bharuch,Chennai,18-03-2054,Waitlisted,3,Child,29,Defense Quota,Not Confirmed
19-11-2054,3AC,Premium Tatkal,Surat,Bharuch,20-03-2054,Waitlisted,4,Child,41,None,Not Confirmed
22-11-2054,Sleeper,Ladies,Bhavnagar,Ahmedabad,23-03-2054,Confirmed,2,Adult,9,Senior Citizen,Confirmed
23-11-2054,3AC,Tatkal,Bhavnagar,New Delhi,24-03-2054,Waitlisted,2,Child,38,Senior Citizen,Not Confirmed
24-11-2054,1AC,Premium Tatkal,Howrah,Mumbai,25-03-2054,RAC,4,Child,24,Senior Citizen,Confirmed
02-12-2054,3AC,Tatkal,Howrah,New Delhi,02-04-2054,Waitlisted,4,Adult,10,None,Not Confirmed
04-12-2054,Sleeper,General,Lucknow,Chennai,04-04-2054,RAC,5,Senior Citizen,6,Senior Citizen,Confirmed
05-12-2054,2AC,General,Ahmedabad,Ahmedabad,05-04-2054,RAC,5,Adult,30,Defense Quota,Confirmed
08-12-2054,2AC,Ladies,Lucknow,Chennai,08-04-2054,RAC,1,Senior Citizen,28,Defense Quota,Confirmed
14-12-2054,3AC,Tatkal,Chennai,Ahmedabad,14-04-2054,RAC,3,Child,18,Defense Quota,Confirmed
19-12-2054,2AC,Ladies,New Delhi,Chennai,19-04-2054,RAC,1,Adult,6,Defense Quota,Confirmed
23-12-2054,Sleeper,General,Mumbai,Surat,23-04-2054,RAC,4,Adult,10,Senior Citizen,Confirmed
26-12-2054,3AC,General,New Delhi,New Delhi,26-04-2054,Waitlisted,3,Adult,22,Senior Citizen,Not Confirmed
31-12-2054,1AC,General,Bengaluru,Bhavnagar,01-05-2054,Waitlisted,1,Adult,9,Senior Citizen,Not Confirmed
04-01-2055,1AC,Premium Tatkal,New Delhi,Surat,05-05-2054,RAC,5,Child,3,None,Confirmed
05-01-2055,1AC,Ladies,Ahmedabad,Surat,06-05-2054,RAC,3,Adult,7,Senior Citizen,Confirmed
06-01-2055,Sleeper,Premium Tatkal,New Delhi,Ahmedabad,07-05-2054,RAC,3,Child,7,None,Confirmed
11-01-2055,2AC,General,Bengaluru,Bhavnagar,12-05-2054,Confirmed,5,Senior Citizen,11,Defense Quota,Confirmed
17-01-2055,2AC,Tatkal,Surat,Bhavnagar,18-05-2054,RAC,4,Adult,3,None,Confirmed
23-01-2055,3AC,Ladies,Howrah,Lucknow,24-05-2054,Waitlisted,1,Senior Citizen,46,None,Not Confirmed
25-01-2055,3AC,Tatkal,Chennai,Lucknow,26-05-2054,Waitlisted,3,Adult,24,None,Not Confirmed
28-01-2055,1AC,Premium Tatkal,Bengaluru,Bengaluru,29-05-2054,Waitlisted,2,Child,21,None,Not Confirmed
29-01-2055,Sleeper,General,Lucknow,Bharuch,30-05-2054,Waitlisted,4,Senior Citizen,43,None,Not Confirmed
04-02-2055,Sleeper,Tatkal,Mumbai,New Delhi,05-06-2054,Confirmed,4,Child,33,Defense Quota,Confirmed
05-02-2055,1AC,Ladies,Bhavnagar,Chennai,06-06-2054,RAC,1,Senior Citizen,22,Defense Quota,Confirmed
08-02-2055,3AC,Tatkal,New Delhi,Surat,09-06-2054,Waitlisted,1,Senior Citizen,47,Senior Citizen,Not Confirmed
11-02-2055,1AC,Tatkal,Ahmedabad,Bharuch,12-06-2054,Confirmed,3,Adult,31,Senior Citizen,Confirmed
14-02-2055,1AC,General,Navsari,Navsari,15-06-2054,Confirmed,3,Adult,31,Senior Citizen,Confirmed
20-02-2055,1AC,General,New Delhi,Navsari,21-06-2054,RAC,3,Adult,24,Defense Quota,Confirmed
24-02-2055,1AC,Ladies,Howrah,Bhavnagar,25-06-2054,Confirmed,4,Adult,25,None,Confirmed
27-02-2055,1AC,Ladies,Bharuch,Navsari,28-06-2054,Confirmed,1,Senior Citizen,14,None,Confirmed
09-03-2055,Sleeper,Premium Tatkal,Lucknow,New Delhi,08-07-2054,Confirmed,5,Adult,46,Defense Quota,Confirmed
24-03-2055,2AC,Ladies,Chennai,Bhavnagar,23-07-2054,Confirmed,4,Adult,15,Senior Citizen,Confirmed
26-03-2055,Sleeper,Tatkal,Mumbai,Chennai,25-07-2054,RAC,4,Adult,40,None,Confirmed
31-03-2055,Sleeper,Ladies,Bharuch,New Delhi,30-07-2054,RAC,5,Senior Citizen,16,Defense Quota,Confirmed
04-04-2055,Sleeper,Tatkal,Lucknow,Surat,03-08-2054,Confirmed,1,Child,30,None,Confirmed
08-04-2055,Sleeper,General,Surat,Bharuch,07-08-2054,Waitlisted,1,Senior Citizen,31,Senior Citizen,Not Confirmed
12-04-2055,3AC,General,Navsari,Howrah,11-08-2054,Confirmed,2,Child,22,Defense Quota,Confirmed
14-04-2055,2AC,Ladies,Bhavnagar,Navsari,13-08-2054,RAC,3,Senior Citizen,45,Defense Quota,Confirmed
17-04-2055,2AC,Premium Tatkal,Ahmedabad,New Delhi,16-08-2054,Confirmed,1,Adult,4,Senior Citizen,Confirmed
25-04-2055,Sleeper,Tatkal,Bharuch,Ahmedabad,24-08-2054,Confirmed,2,Child,17,Senior Citizen,Confirmed
26-04-2055,3AC,General,Bharuch,Mumbai,25-08-2054,Confirmed,2,Adult,18,Senior Citizen,Confirmed
29-04-2055,2AC,General,Lucknow,Bharuch,28-08-2054,RAC,2,Adult,18,None,Confirmed
12-05-2055,Sleeper,General,New Delhi,Howrah,10-09-2054,Confirmed,2,Child,37,Senior Citizen,Confirmed
15-05-2055,Sleeper,Premium Tatkal,Lucknow,Ahmedabad,13-09-2054,Waitlisted,3,Child,26,Defense Quota,Not Confirmed
17-05-2055,3AC,Ladies,Lucknow,Mumbai,15-09-2054,RAC,1,Adult,43,Defense Quota,Confirmed
22-05-2055,Sleeper,General,Howrah,Chennai,20-09-2054,RAC,2,Child,13,Senior Citizen,Confirmed
29-05-2055,Sleeper,General,Mumbai,Chennai,27-09-2054,Waitlisted,5,Child,13,None,Not Confirmed
01-06-2055,1AC,General,Chennai,Navsari,30-09-2054,RAC,1,Child,46,None,Confirmed
10-06-2055,2AC,Ladies,Lucknow,Ahmedabad,09-10-2054,RAC,1,Adult,2,Senior Citizen,Confirmed
14-06-2055,2AC,Premium Tatkal,Howrah,Navsari,13-10-2054,Confirmed,2,Child,4,Senior Citizen,Confirmed
16-06-2055,Sleeper,General,Bharuch,Mumbai,15-10-2054,RAC,3,Senior Citizen,8,Senior Citizen,Confirmed
24-06-2055,3AC,General,Mumbai,New Delhi,23-10-2054,RAC,5,Adult,29,Senior Citizen,Confirmed
25-06-2055,1AC,General,Surat,Bhavnagar,24-10-2054,Confirmed,2,Child,11,Defense Quota,Confirmed
01-07-2055,Sleeper,Ladies,Lucknow,Bhavnagar,30-10-2054,Confirmed,1,Adult,39,Senior Citizen,Confirmed
04-07-2055,Sleeper,Premium Tatkal,Lucknow,Chennai,02-11-2054,Waitlisted,4,Senior Citizen,3,Senior Citizen,Not Confirmed
07-07-2055,1AC,Premium Tatkal,Navsari,Navsari,05-11-2054,Confirmed,4,Senior Citizen,32,Senior Citizen,Confirmed
08-07-2055,3AC,Ladies,Lucknow,Navsari,06-11-2054,Waitlisted,3,Adult,12,Defense Quota,Not Confirmed
12-07-2055,1AC,Premium Tatkal,New Delhi,Bhavnagar,10-11-2054,Confirmed,5,Child,19,Senior Citizen,Confirmed
14-07-2055,2AC,Tatkal,Mumbai,Navsari,12-11-2054,Waitlisted,4,Adult,38,None,Not Confirmed
17-07-2055,3AC,Premium Tatkal,Bharuch,Lucknow,15-11-2054,Waitlisted,4,Adult,29,Senior Citizen,Not Confirmed
18-07-2055,2AC,Tatkal,Bengaluru,Navsari,16-11-2054,RAC,3,Adult,8,None,Confirmed
19-07-2055,2AC,Tatkal,Bharuch,Bengaluru,17-11-2054,RAC,4,Child,27,Senior Citizen,Confirmed
22-07-2055,1AC,Ladies,Howrah,Ahmedabad,20-11-2054,Waitlisted,1,Senior Citizen,45,None,Not Confirmed
23-07-2055,2AC,Ladies,Bhavnagar,Navsari,21-11-2054,RAC,4,Senior Citizen,43,Defense Quota,Confirmed
28-07-2055,2AC,Tatkal,Bengaluru,Bharuch,26-11-2054,Confirmed,1,Child,27,None,Confirmed
08-08-2055,Sleeper,Tatkal,Bhavnagar,Howrah,07-12-2054,Waitlisted,5,Adult,19,Senior Citizen,Not Confirmed
09-08-2055,2AC,Premium Tatkal,Navsari,Chennai,08-12-2054,Confirmed,5,Adult,20,Senior Citizen,Confirmed
12-08-2055,1AC,General,Bengaluru,Bharuch,11-12-2054,Waitlisted,5,Adult,24,Defense Quota,Not Confirmed
14-08-2055,3AC,General,Mumbai,Bhavnagar,13-12-2054,Confirmed,3,Senior Citizen,24,Senior Citizen,Confirmed
15-08-2055,Sleeper,Premium Tatkal,Ahmedabad,Bhavnagar,14-12-2054,Confirmed,2,Senior Citizen,33,Senior Citizen,Confirmed
16-08-2055,3AC,General,Bharuch,Chennai,15-12-2054,RAC,3,Adult,27,Senior Citizen,Confirmed
22-08-2055,Sleeper,Tatkal,Bharuch,Lucknow,21-12-2054,Confirmed,3,Child,20,None,Confirmed
24-08-2055,3AC,Premium Tatkal,Howrah,Lucknow,23-12-2054,Confirmed,4,Adult,46,Senior Citizen,Confirmed
27-08-2055,Sleeper,Premium Tatkal,Chennai,Lucknow,26-12-2054,Confirmed,3,Child,8,None,Confirmed
02-09-2055,Sleeper,Premium Tatkal,Lucknow,Bengaluru,01-01-2055,Confirmed,4,Senior Citizen,40,Senior Citizen,Confirmed
03-09-2055,2AC,General,Ahmedabad,Lucknow,02-01-2055,Waitlisted,5,Senior Citizen,22,Senior Citizen,Not Confirmed
04-09-2055,1AC,General,Lucknow,New Delhi,03-01-2055,Waitlisted,1,Adult,21,Defense Quota,Not Confirmed
10-09-2055,1AC,Premium Tatkal,Navsari,Bharuch,09-01-2055,RAC,1,Adult,17,Defense Quota,Confirmed
12-09-2055,3AC,Tatkal,Bharuch,Lucknow,11-01-2055,RAC,4,Child,41,Defense Quota,Confirmed
14-09-2055,1AC,General,Lucknow,Mumbai,13-01-2055,Waitlisted,4,Adult,37,None,Not Confirmed
28-09-2055,Sleeper,Premium Tatkal,Surat,Bharuch,27-01-2055,RAC,1,Child,12,None,Confirmed
30-09-2055,3AC,Tatkal,Howrah,Bhavnagar,29-01-2055,Confirmed,5,Adult,34,None,Confirmed
04-10-2055,2AC,Premium Tatkal,Navsari,Howrah,02-02-2055,RAC,3,Senior Citizen,28,Defense Quota,Confirmed
06-10-2055,2AC,Ladies,Navsari,New Delhi,04-02-2055,Confirmed,5,Senior Citizen,23,None,Confirmed
07-10-2055,2AC,Premium Tatkal,Surat,Bharuch,05-02-2055,RAC,5,Child,34,Senior Citizen,Confirmed
12-10-2055,Sleeper,Tatkal,Bhavnagar,Surat,10-02-2055,Confirmed,4,Senior Citizen,37,Defense Quota,Confirmed
15-10-2055,Sleeper,Tatkal,Chennai,Lucknow,13-02-2055,Confirmed,1,Adult,19,Defense Quota,Confirmed
18-10-2055,Sleeper,Ladies,New Delhi,Bhavnagar,16-02-2055,Confirmed,2,Senior Citizen,27,Senior Citizen,Confirmed
23-10-2055,2AC,General,Surat,Bhavnagar,21-02-2055,Confirmed,4,Senior Citizen,27,Defense Quota,Confirmed
26-10-2055,Sleeper,Premium Tatkal,Howrah,Bharuch,24-02-2055,RAC,5,Senior Citizen,10,None,Confirmed
28-10-2055,2AC,Premium Tatkal,Howrah,Bengaluru,26-02-2055,RAC,5,Senior Citizen,43,Defense Quota,Confirmed
31-10-2055,3AC,Ladies,Mumbai,Surat,01-03-2055,RAC,4,Senior Citizen,32,Senior Citizen,Confirmed
05-11-2055,Sleeper,Tatkal,Howrah,Navsari,06-03-2055,Waitlisted,1,Senior Citizen,12,None,Not Confirmed
06-11-2055,Sleeper,Premium Tatkal,Mumbai,Bhavnagar,07-03-2055,Confirmed,1,Senior Citizen,46,Defense Quota,Confirmed
08-11-2055,3AC,Tatkal,Bharuch,Mumbai,09-03-2055,Waitlisted,5,Child,29,Senior Citizen,Not Confirmed
15-11-2055,2AC,Tatkal,Howrah,Bengaluru,16-03-2055,Waitlisted,2,Child,34,Senior Citizen,Not Confirmed
18-11-2055,1AC,Premium Tatkal,Ahmedabad,Mumbai,19-03-2055,RAC,4,Child,12,Senior Citizen,Confirmed
23-11-2055,2AC,General,Navsari,Ahmedabad,24-03-2055,Waitlisted,3,Senior Citizen,21,Senior Citizen,Not Confirmed
04-12-2055,Sleeper,Premium Tatkal,Ahmedabad,Howrah,04-04-2055,RAC,3,Adult,25,None,Confirmed
08-12-2055,3AC,Tatkal,Mumbai,Chennai,08-04-2055,RAC,1,Senior Citizen,31,Senior Citizen,Confirmed
20-12-2055,2AC,Tatkal,Ahmedabad,Lucknow,20-04-2055,Waitlisted,4,Child,6,Defense Quota,Not Confirmed
21-12-2055,2AC,General,Ahmedabad,Chennai,21-04-2055,RAC,4,Child,17,Defense Quota,Confirmed
02-01-2056,Sleeper,General,Navsari,Lucknow,03-05-2055,Confirmed,1,Child,44,None,Confirmed
03-01-2056,3AC,Tatkal,Surat,Bhavnagar,04-05-2055,Confirmed,2,Adult,46,Senior Citizen,Confirmed
06-01-2056,1AC,General,Bengaluru,Howrah,07-05-2055,Confirmed,3,Adult,23,Defense Quota,Confirmed
18-01-2056,2AC,Tatkal,Bengaluru,Howrah,19-05-2055,RAC,2,Child,32,Defense Quota,Confirmed
19-01-2056,1AC,Tatkal,Chennai,New Delhi,20-05-2055,Confirmed,5,Senior Citizen,27,None,Confirmed
20-01-2056,1AC,Tatkal,Ahmedabad,New Delhi,21-05-2055,RAC,3,Senior Citizen,45,Defense Quota,Confirmed
26-01-2056,3AC,Tatkal,Bharuch,Howrah,27-05-2055,RAC,2,Adult,23,None,Confirmed
28-01-2056,Sleeper,Ladies,Lucknow,Navsari,29-05-2055,RAC,1,Child,22,Defense Quota,Confirmed
31-01-2056,1AC,Ladies,Bharuch,Bhavnagar,01-06-2055,Confirmed,1,Senior Citizen,26,Defense Quota,Confirmed
02-02-2056,3AC,Tatkal,New Delhi,Chennai,03-06-2055,RAC,1,Child,47,None,Confirmed
04-02-2056,3AC,Tatkal,Navsari,New Delhi,05-06-2055,Confirmed,1,Senior Citizen,37,Senior Citizen,Confirmed
10-02-2056,3AC,General,Howrah,Ahmedabad,11-06-2055,Confirmed,4,Child,12,Senior Citizen,Confirmed
13-02-2056,3AC,Premium Tatkal,Chennai,New Delhi,14-06-2055,RAC,2,Adult,17,Senior Citizen,Confirmed
14-02-2056,1AC,Ladies,Surat,Navsari,15-06-2055,Waitlisted,4,Senior Citizen,15,Senior Citizen,Not Confirmed
15-02-2056,3AC,Ladies,Bhavnagar,Ahmedabad,16-06-2055,Confirmed,2,Adult,44,Defense Quota,Confirmed
18-02-2056,2AC,Ladies,Bhavnagar,Chennai,19-06-2055,RAC,5,Senior Citizen,7,Senior Citizen,Confirmed
20-02-2056,2AC,Premium Tatkal,Surat,Mumbai,21-06-2055,Confirmed,1,Senior Citizen,25,Senior Citizen,Confirmed
24-02-2056,Sleeper,General,Bharuch,Bharuch,25-06-2055,Confirmed,3,Adult,19,None,Confirmed
26-02-2056,2AC,Ladies,Lucknow,Lucknow,27-06-2055,Waitlisted,3,Adult,20,None,Not Confirmed
05-03-2056,2AC,Premium Tatkal,Howrah,New Delhi,05-07-2055,Confirmed,4,Senior Citizen,30,Defense Quota,Confirmed
06-03-2056,3AC,Ladies,New Delhi,Surat,06-07-2055,Confirmed,3,Child,11,Senior Citizen,Confirmed
12-03-2056,2AC,Premium Tatkal,Bharuch,Bhavnagar,12-07-2055,Confirmed,4,Child,41,Defense Quota,Confirmed
15-03-2056,3AC,Premium Tatkal,Ahmedabad,New Delhi,15-07-2055,Confirmed,2,Adult,5,None,Confirmed
16-03-2056,3AC,Ladies,Howrah,New Delhi,16-07-2055,RAC,1,Senior Citizen,33,Defense Quota,Confirmed
20-03-2056,1AC,General,Ahmedabad,Chennai,20-07-2055,Waitlisted,3,Child,41,None,Not Confirmed
21-03-2056,2AC,Tatkal,Howrah,Surat,21-07-2055,RAC,3,Child,2,Defense Quota,Confirmed
23-03-2056,1AC,Ladies,Surat,Mumbai,23-07-2055,Confirmed,5,Adult,32,None,Confirmed
30-03-2056,1AC,General,New Delhi,Chennai,30-07-2055,RAC,1,Senior Citizen,18,Defense Quota,Confirmed
31-03-2056,1AC,Tatkal,Mumbai,Navsari,31-07-2055,Confirmed,2,Adult,44,None,Confirmed
05-04-2056,1AC,Ladies,New Delhi,Chennai,05-08-2055,Waitlisted,4,Senior Citizen,6,Defense Quota,Not Confirmed
10-04-2056,3AC,Premium Tatkal,Navsari,New Delhi,10-08-2055,Confirmed,4,Senior Citizen,30,Senior Citizen,Confirmed
12-04-2056,3AC,Ladies,Lucknow,Howrah,12-08-2055,Waitlisted,3,Child,35,Defense Quota,Not Confirmed
13-04-2056,2AC,Tatkal,Chennai,Navsari,13-08-2055,Waitlisted,3,Adult,29,Senior Citizen,Not Confirmed
15-04-2056,1AC,Tatkal,Ahmedabad,Bharuch,15-08-2055,RAC,4,Senior Citizen,32,Senior Citizen,Confirmed
05-05-2056,3AC,Ladies,Bengaluru,Mumbai,04-09-2055,Waitlisted,3,Senior Citizen,2,Defense Quota,Not Confirmed
08-05-2056,3AC,Ladies,Howrah,Mumbai,07-09-2055,Waitlisted,4,Senior Citizen,30,Senior Citizen,Not Confirmed
17-05-2056,Sleeper,General,Bharuch,Chennai,16-09-2055,Confirmed,2,Senior Citizen,36,None,Confirmed
22-05-2056,3AC,Ladies,Lucknow,Bharuch,21-09-2055,Waitlisted,4,Senior Citizen,26,Senior Citizen,Not Confirmed
23-05-2056,Sleeper,Ladies,Surat,Howrah,22-09-2055,Waitlisted,5,Child,32,Defense Quota,Not Confirmed
25-05-2056,Sleeper,Ladies,Bharuch,New Delhi,24-09-2055,Waitlisted,2,Child,9,Defense Quota,Not Confirmed
